time,CONSENSUSCREATETOPIC,CONSENSUSSUBMITMESSAGE,CONTRACTCALL,CRYPTOAPPROVEALLOWANCE,CRYPTOCREATEACCOUNT,CRYPTODELETEALLOWANCE,CRYPTOTRANSFER,CRYPTOUPDATEACCOUNT,FILEUPDATE,SCHEDULECREATE,SCHEDULESIGN,TOKENASSOCIATE,TOKENBURN,TOKENDISSOCIATE,TOKENFREEZE,TOKENGRANTKYC,TOKENMINT,UTILPRNG
2023-07-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004742442963735977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004419894682448037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005314336171444322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004132241928490991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.007494305593975392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0039782691558253825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0032775933785068948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002952327620903048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00291378767407091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003373741999064765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00892024753760056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00853179914969557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004696618711051931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0034724482817471798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0039484915789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0031814287450138076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.007396795332676196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.013157038570293884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004229672579582876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004226114351541044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003696164685165422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003404460118077031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003819311206088993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0040521402330935255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003843922904054826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0038755309385474857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0038529724512789284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0033505396898236665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0067060420402781104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003573646558497011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0032647242911312407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.007493339600997507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003034465639229422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0036764714798886923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003208829848325258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002666311415406427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0023467016154553816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0025033215843449142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002946998932741709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0037015111451706192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.010610423900244052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00806035414250048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003439506373850868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0037492863888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0026243189343880874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003074048115226338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004287896054787506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005349028267752149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003086983534282018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004549595483953787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005539053868880742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0034943159815028903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004812298796936298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004147463464314354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005450618943280082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002986663921734711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0030961281497975707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003764416815706506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00425092158501441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.006454150449864499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004277835266235765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0031424381150550796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004629862974101922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.013166284696562032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.008952788345712358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003672699736716132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005256613519749706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0043315048438088075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003697913209745763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004874130009708738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0036075670698101654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0034342057204968944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.006967707336157488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00452371851553166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0031425830602477478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002957223697916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.006378857865853659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003934921153346329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0030396278624182315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.003147608150154799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00399619844295302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004957977312396694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004501381671249618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0044917552886115444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.002987001745303949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0037302338839741407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0035619436202860857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00344494234885127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00704952561906535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0028848721295303453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0050381335041841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0049225197079530636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.007480610790793744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005415742594980429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005929254243398393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004605666797619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0032024271837776514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0036549939941613587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.004111015547309833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0034197813811320753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.00649013980836644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0044172673838905096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005587599064812738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0053368641475095785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005594702861990951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.006844097753031428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005974379511246876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0065630705192034145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.005002868967037179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
